Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
positive regulation of production of molecular mediator of immune response (GO:0002702)	1/52	0.0919103654491219279609737213831976987421512603759765625	0.1605522839490990671951209378676139749586582183837890625	0.11874829564001125603578401523918728344142436981201171875	0.2091991250849560002311733342139632441103458404541015625	-0.5597110420540881	1.335997494953181	TLR4
granulocyte activation (GO:0036230)	1/21	0.038158357794109622196376818692442611791193485260009765625	0.10710210255431447390339627645516884513199329376220703125	0.051065837090252863550432493866537697613239288330078125	0.14888208841806116478068133801571093499660491943359375	-0.4087011897088939	1.334822363903393	PRKCD
positive regulation of cytokine biosynthetic process (GO:0042108)	1/59	0.10363713026679972906141102839683298952877521514892578125	0.1731913769633711963624733698452473618090152740478515625	0.133369960223744088434472132576047442853450775146484375	0.224451884278983937459628350552520714700222015380859375	-0.5887930319368458	1.334711144577104	TLR4
mammary gland development (GO:0030879)	1/21	0.038158357794109622196376818692442611791193485260009765625	0.10710210255431447390339627645516884513199329376220703125	0.051065837090252863550432493866537697613239288330078125	0.14888208841806116478068133801571093499660491943359375	-0.4073682348156411	1.3304689192685595	IGF1R
cell aggregation (GO:0098743)	1/23	0.041717702721500431184420421004688250832259654998779296875	0.11215018783572193450392973090856685303151607513427734375	0.05558061278672914162779505886646802537143230438232421875	0.15495201140542669282496035521035082638263702392578125	-0.418383938417616	1.329134527662847	BMPR1B
cellular response to drug (GO:0035690)	1/49	0.08683903734832031096058102548340684734284877777099609375	0.155633599403483147138871345305233262479305267333984375	0.11240882664973929350171744090403080917894840240478515625	0.2036641323106873902037960988309350796043872833251953125	-0.5435640139052351	1.3283068477516606	PPM1E
cellular response to UV (GO:0034644)	1/47	0.08344285435053082344847297235901351086795330047607421875	0.1518476558290978439824669976587756536900997161865234375	0.1081579470826507793912441002248669974505901336669921875	0.1994538534174495614248456831774092279374599456787109375	-0.5339664117536383	1.3261553815407408	PIK3R1
apoptotic process involved in development (GO:1902742)	1/22	0.039939635171246080924678523160764598287642002105712890625	0.10964552592832606248141047444732976146042346954345703125	0.053325837197553536961347475653383298777043819427490234375	0.151731248108502858595869611235684715211391448974609375	-0.4104674797456976	1.3218637603055103	PPP2R1B
establishment of cell polarity (GO:0030010)	1/49	0.08683903734832031096058102548340684734284877777099609375	0.155633599403483147138871345305233262479305267333984375	0.11240882664973929350171744090403080917894840240478515625	0.2036641323106873902037960988309350796043872833251953125	-0.5408331123758592	1.3216333463622953	IGF1R
regulation of hormone biosynthetic process (GO:0046885)	1/22	0.039939635171246080924678523160764598287642002105712890625	0.10964552592832606248141047444732976146042346954345703125	0.053325837197553536961347475653383298777043819427490234375	0.151731248108502858595869611235684715211391448974609375	-0.40992147132805656	1.320105402394797	IGF1R
positive regulation of nuclear division (GO:0051785)	1/55	0.09695428651542518927453073729338939301669597625732421875	0.166552176835626675188706258268211968243122100830078125	0.125043808534661682330124676809646189212799072265625	0.215700569722291402019465067496639676392078399658203125	-0.5648688941657655	1.318130424278272	IGF1R
apoptotic mitochondrial changes (GO:0008637)	1/61	0.1069604829006693125226234997171559371054172515869140625	0.177126559683508377762706231806077994406223297119140625	0.1375041465385413719246798791573382914066314697265625	0.22954321236675856443554266661521978676319122314453125	-0.5873624245748174	1.3129287791851305	PPP2CB
positive regulation of coagulation (GO:0050820)	1/26	0.04703270257604323656419609278600546531379222869873046875	0.1181161655930022258420564185144030489027500152587890625	0.062313709439958675506687768574920482933521270751953125	0.1612367231758930763430015531412209384143352508544921875	-0.4291919034273745	1.3120019312805766	TLR4
termination of signal transduction (GO:0023021)	1/42	0.07489854095488056306972879383465624414384365081787109375	0.1459199809662143632049691177599015645682811737060546875	0.0974441169303310317229005477202008478343486785888671875	0.193104245900363291621459893576684407889842987060546875	-0.5041213869945439	1.3064915068208764	PRKCD
positive regulation of hemostasis (GO:1900048)	1/24	0.04349256606343489262034296416459255851805210113525390625	0.11432331650960030067221140370747889392077922821044921875	0.05783017557083580673094047597260214388370513916015625	0.15699470613984278788421988792833872139453887939453125	-0.4163823440222314	1.3054274559357038	TLR4
regulation of interleukin-17 production (GO:0032660)	1/20	0.0363738649512672373997901331676985137164592742919921875	0.10385365579189405338400575828927685506641864776611328125	0.0488006007250840478928211041420581750571727752685546875	0.14587327581360864936499410760006867349147796630859375	-0.39031093323826044	1.2934532587835348	TLR4
positive regulation of neuron death (GO:1901216)	1/55	0.09695428651542518927453073729338939301669597625732421875	0.166552176835626675188706258268211968243122100830078125	0.125043808534661682330124676809646189212799072265625	0.215700569722291402019465067496639676392078399658203125	-0.5535796358097262	1.2917867628369568	SRPK2
positive regulation of JAK-STAT cascade (GO:0046427)	1/56	0.09862952800391418251013675444482942111790180206298828125	0.168381957087094746849942339395056478679180145263671875	0.127132595962938854672330535322544164955615997314453125	0.217941593079323758797016807875479571521282196044921875	-0.5564553960168842	1.2889647041055656	IL6R
membrane docking (GO:0022406)	1/45	0.0800343830563403357825080775000969879329204559326171875	0.14930878222213295192233317720820195972919464111328125	0.1038873106282850178327947787693119607865810394287109375	0.197290580734449549904496734598069451749324798583984375	-0.5095422599290289	1.2867465331827328	ROCK1
regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	1/53	0.09359471057315614517246871173483668826520442962646484375	0.1621264024154252803011644346042885445058345794677734375	0.12085166931697932657385763377533294260501861572265625	0.211107979313204408011728219207725487649440765380859375	-0.5398279546730649	1.2787344225838244	IL6R
digestive system process (GO:0022600)	1/51	0.09022297510524136809895168198636383749544620513916015625	0.1589460072066805340629258580520399846136569976806640625	0.11664003797574762355537814073613844811916351318359375	0.207694519234234487026213855642708949744701385498046875	-0.5301569073001972	1.2752771568445642	TLR4
cell aging (GO:0007569)	1/62	0.10861766040337193783837932414826354943215847015380859375	0.1791542287131313859749326411474612541496753692626953125	0.1395640551543148866198151836215401999652385711669921875	0.23158123781116779493771673514856956899166107177734375	-0.568601639133104	1.2622508705301976	PRKCD
regulation of B cell proliferation (GO:0030888)	1/54	0.0952760158148750202489196681199246086180210113525390625	0.1646942402812453243310386596931493841111660003662109375	0.1229501699609586162775798356960876844823360443115234375	0.2138713040497347284141227419240749441087245941162109375	-0.5344389261144787	1.2564537142438397	TLR4
regulation of protein localization to plasma membrane (GO:1903076)	1/48	0.0851424791881262577053490758771658875048160552978515625	0.1535903546138748243521376934950239956378936767578125	0.1102858509307698131607367031392641365528106689453125	0.2011380717415801877567815836300724186003208160400390625	-0.5098063545377575	1.2558718601381231	PIK3R1
Rho protein signal transduction (GO:0007266)	1/48	0.0851424791881262577053490758771658875048160552978515625	0.1535903546138748243521376934950239956378936767578125	0.1102858509307698131607367031392641365528106689453125	0.2011380717415801877567815836300724186003208160400390625	-0.5096795324101003	1.2555594428056402	ROCK1
negative regulation of coagulation (GO:0050819)	1/47	0.08344285435053082344847297235901351086795330047607421875	0.1518476558290978439824669976587756536900997161865234375	0.1081579470826507793912441002248669974505901336669921875	0.1994538534174495614248456831774092279374599456787109375	-0.5047726341297907	1.2536499121869271	PRKCD
regulation of viral genome replication (GO:0045069)	1/57	0.10030174557883890507081758869389886967837810516357421875	0.170184109301800445823715790538699366152286529541015625	0.1292165431404408149074214406937244348227977752685546875	0.22014670312815842745379768530256114900112152099609375	-0.5449562779842732	1.2531662964894326	SRPK2
regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)	1/53	0.09359471057315614517246871173483668826520442962646484375	0.1621264024154252803011644346042885445058345794677734375	0.12085166931697932657385763377533294260501861572265625	0.211107979313204408011728219207725487649440765380859375	-0.5289104524011272	1.2528732461795407	PAK1
negative regulation of wound healing (GO:0061045)	1/50	0.0885325341912037711011862484156154096126556396484375	0.15764502862433704688527313919621519744396209716796875	0.1145268853231155847804956238178419880568981170654296875	0.2061483935816080526048921228721155785024166107177734375	-0.516407948387205	1.2519717751191721	PRKCD
positive regulation of Rac GTPase activity (GO:0032855)	1/46	0.081740157446529959628378492197953164577484130859375	0.150068404358596030334638271597214043140411376953125	0.10602510402076444073760086439506267197430133819580078125	0.197564546365191884280676504204166121780872344970703125	-0.49799911227191135	1.2470942945236352	CDKL5
regulation of circadian rhythm (GO:0042752)	1/76	0.1315063427428962705700854485257877968251705169677734375	0.2023926613217808812006381913306540809571743011474609375	0.16790621784092574220181859345757402479648590087890625	0.259377515619937548674300842321827076375484466552734375	-0.6144100606304171	1.246453809651908	ROCK2
regulation of receptor-mediated endocytosis (GO:0048259)	1/64	0.1119230440698918138675566069650813005864620208740234375	0.183873572400536533510972958538332022726535797119140625	0.1436695570902618290798358202664530836045742034912109375	0.237441902736001575480173642063164152204990386962890625	-0.568309057517688	1.2445648687905126	TNK2
leukocyte cell-cell adhesion (GO:0007159)	1/46	0.081740157446529959628378492197953164577484130859375	0.150068404358596030334638271597214043140411376953125	0.10602510402076444073760086439506267197430133819580078125	0.197564546365191884280676504204166121780872344970703125	-0.4943201407942658	1.2378813778207198	ROCK1
positive regulation of establishment of protein localization to plasma membrane (GO:0090004)	1/25	0.045264230813461862890090259270436945371329784393310546875	0.11785780853316484007020648050456657074391841888427734375	0.060074537232939352604521587863928289152681827545166015625	0.1604571510608831796940165759224328212440013885498046875	-0.39912720428002096	1.235393755442576	PIK3R1
positive regulation of leukocyte chemotaxis (GO:0002690)	1/56	0.09862952800391418251013675444482942111790180206298828125	0.168381957087094746849942339395056478679180145263671875	0.127132595962938854672330535322544164955615997314453125	0.217941593079323758797016807875479571521282196044921875	-0.5326026380693685	1.233712543177669	IL6R
lymphocyte mediated immunity (GO:0002449)	1/53	0.09359471057315614517246871173483668826520442962646484375	0.1621264024154252803011644346042885445058345794677734375	0.12085166931697932657385763377533294260501861572265625	0.211107979313204408011728219207725487649440765380859375	-0.5204963171593342	1.2329419990538288	PRKCD
BMP signaling pathway (GO:0030509)	1/70	0.12176780146479905531098353321795002557337284088134765625	0.194265394244419298264148210364510305225849151611328125	0.15587231062747963772352477462845854461193084716796875	0.250606355727287677392922660146723501384258270263671875	-0.5852363852954023	1.2322967411212822	BMPR1B
regulation of transcription factor import into nucleus (GO:0042990)	1/73	0.1266502791948458106485730922941002063453197479248046875	0.1986106651010081936004070257695275358855724334716796875	0.1619102276767420411918152467478648759424686431884765625	0.2548700922363924536995227754232473671436309814453125	-0.5905824013721978	1.2203355927873898	TLR4
positive regulation of blood coagulation (GO:0030194)	1/24	0.04349256606343489262034296416459255851805210113525390625	0.11432331650960030067221140370747889392077922821044921875	0.05783017557083580673094047597260214388370513916015625	0.15699470613984278788421988792833872139453887939453125	-0.3886715792761554	1.2185496292366655	TLR4
regulation of dendrite morphogenesis (GO:0048814)	1/56	0.09862952800391418251013675444482942111790180206298828125	0.168381957087094746849942339395056478679180145263671875	0.127132595962938854672330535322544164955615997314453125	0.217941593079323758797016807875479571521282196044921875	-0.5257953527835837	1.2179442524450053	CDKL5
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	1/58	0.1019709445715017981370920097106136381626129150390625	0.1719591488904348153265999599170754663646221160888671875	0.1312956609418483300277813441425678320229053497314453125	0.22231657926349779330621458939276635646820068359375	-0.5327160972931883	1.216226735698289	PPP2R1B
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)	1/69	0.1201344149562894869642803996612201444804668426513671875	0.1924009585760303731039044805584126152098178863525390625	0.1538503054585467488823979920198325999081134796142578125	0.2483197912664263373727635553223080933094024658203125	-0.5728409231467796	1.2139324272585998	RPS6KA1
regulation of axon extension (GO:0030516)	1/51	0.09022297510524136809895168198636383749544620513916015625	0.1589460072066805340629258580520399846136569976806640625	0.11664003797574762355537814073613844811916351318359375	0.207694519234234487026213855642708949744701385498046875	-0.5043314569695054	1.2131547805849145	CDKL5
response to vitamin (GO:0033273)	1/75	0.129890581202368571300809207968995906412601470947265625	0.2017812405920472451636982214040472172200679779052734375	0.1659121955284625637982998114239308051764965057373046875	0.258710542179975522270041210504132322967052459716796875	-0.5939911362113391	1.2123732508537126	IGF1R
regulation of interferon-gamma production (GO:0032649)	1/79	0.1363361310463779840773668183828704059123992919921875	0.2041343878958426227843148126339656300842761993408203125	0.17386056349147371857810639994568191468715667724609375	0.261264149856515859315919669825234450399875640869140625	-0.6059013279900287	1.2073383087676388	TLR4
regulation of leukocyte chemotaxis (GO:0002688)	1/68	0.11849807282664380492231970265493146143853664398193359375	0.1912600473693198133151582851496641524136066436767578125	0.151823599598844227731575529105612076818943023681640625	0.246974342765899856910749576854868791997432708740234375	-0.5642326387593055	1.203428425599697	IL6R
wound healing (GO:0042060)	1/75	0.129890581202368571300809207968995906412601470947265625	0.2017812405920472451636982214040472172200679779052734375	0.1659121955284625637982998114239308051764965057373046875	0.258710542179975522270041210504132322967052459716796875	-0.5885694026134026	1.2013071517376235	PAK1
regulation of bone mineralization (GO:0030500)	1/66	0.11521650093250780655385057116291136480867862701416015625	0.187057377984542083648733523659757338464260101318359375	0.1477560434313520965066146573008154518902301788330078125	0.241782616524030713467396935811848379671573638916015625	-0.5546662085015585	1.1986016743930379	BMPR1B
actin filament-based movement (GO:0030048)	1/61	0.1069604829006693125226234997171559371054172515869140625	0.177126559683508377762706231806077994406223297119140625	0.1375041465385413719246798791573382914066314697265625	0.22954321236675856443554266661521978676319122314453125	-0.5361777415059826	1.1985158704887846	ROCK1
regulation of steroid metabolic process (GO:0019218)	1/77	0.1331191848071061889502431085929856635630130767822265625	0.2029883702031011483146727414350607432425022125244140625	0.1698956130038258016679009188010240904986858367919921875	0.260006414729209989200597874514642171561717987060546875	-0.594326219158797	1.1984650171843427	IGF1R
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	1/71	0.12339823756697244905300436812467523850500583648681640625	0.1953608808899678361825635874993167817592620849609375	0.157889625691479629221447567033465020358562469482421875	0.250926314918512749496670721782720647752285003662109375	-0.570886526866246	1.1944878306865285	RPS6KA1
positive regulation of phospholipase C activity (GO:0010863)	1/67	0.1168587698848400358020427347582881338894367218017578125	0.188982541923139735207115563753177411854267120361328125	0.1497921824632029996759996492983191274106502532958984375	0.24414946275498439209883372313925065100193023681640625	-0.5554749104017116	1.192487520919322	PRKCD
negative regulation of protein binding (GO:0032091)	1/50	0.0885325341912037711011862484156154096126556396484375	0.15764502862433704688527313919621519744396209716796875	0.1145268853231155847804956238178419880568981170654296875	0.2061483935816080526048921228721155785024166107177734375	-0.49174464239561066	1.1921784216685947	PRKCD
positive regulation of viral process (GO:0048524)	1/81	0.139541460866761612980013751439400948584079742431640625	0.2059542417070920061750172180836671032011508941650390625	0.17780713004137072008603581707575358450412750244140625	0.263842838125904977086833014254807494580745697021484375	-0.6042331533498658	1.1899728515585923	SRPK2
cellular response to mechanical stimulus (GO:0071260)	1/67	0.1168587698848400358020427347582881338894367218017578125	0.188982541923139735207115563753177411854267120361328125	0.1497921824632029996759996492983191274106502532958984375	0.24414946275498439209883372313925065100193023681640625	-0.5540994290798275	1.189534652516286	TLR4
regulation of glucose import (GO:0046324)	1/51	0.09022297510524136809895168198636383749544620513916015625	0.1589460072066805340629258580520399846136569976806640625	0.11664003797574762355537814073613844811916351318359375	0.207694519234234487026213855642708949744701385498046875	-0.49372847039371454	1.1876496020458012	PIK3R1
JNK cascade (GO:0007254)	1/55	0.09695428651542518927453073729338939301669597625732421875	0.166552176835626675188706258268211968243122100830078125	0.125043808534661682330124676809646189212799072265625	0.215700569722291402019465067496639676392078399658203125	-0.5085929127387953	1.1868095389521987	MAP4K2
positive regulation of leukocyte migration (GO:0002687)	1/78	0.134729112527251171371744931093417108058929443359375	0.203940960096095025289031354986946098506450653076171875	0.171880391425239142932923641637898981571197509765625	0.26113204422036329077627669903449714183807373046875	-0.5916696341363189	1.1859953266776193	IL6R
regulation of phospholipase C activity (GO:1900274)	1/69	0.1201344149562894869642803996612201444804668426513671875	0.1924009585760303731039044805584126152098178863525390625	0.1538503054585467488823979920198325999081134796142578125	0.2483197912664263373727635553223080933094024658203125	-0.5593289974918698	1.185298710559209	PRKCD
activation of phospholipase C activity (GO:0007202)	1/59	0.10363713026679972906141102839683298952877521514892578125	0.1731913769633711963624733698452473618090152740478515625	0.133369960223744088434472132576047442853450775146484375	0.224451884278983937459628350552520714700222015380859375	-0.521503214603476	1.1821745752906667	PRKCD
positive regulation of B cell activation (GO:0050871)	1/58	0.1019709445715017981370920097106136381626129150390625	0.1719591488904348153265999599170754663646221160888671875	0.1312956609418483300277813441425678320229053497314453125	0.22231657926349779330621458939276635646820068359375	-0.5169211603990058	1.1801658307679104	TLR4
regulation of biomineral tissue development (GO:0070167)	1/72	0.125025728415968873097341429456719197332859039306640625	0.19718343453032805001612359774298965930938720703125	0.1599022611957161832396678846635040827095508575439453125	0.2531531018547859002154609697754494845867156982421875	-0.5662616296497331	1.1773914160280985	BMPR1B
ovulation cycle process (GO:0022602)	1/78	0.134729112527251171371744931093417108058929443359375	0.203940960096095025289031354986946098506450653076171875	0.171880391425239142932923641637898981571197509765625	0.26113204422036329077627669903449714183807373046875	-0.5813339452480243	1.16527755106048	BMPR1B
response to interleukin-6 (GO:0070741)	1/22	0.039939635171246080924678523160764598287642002105712890625	0.10964552592832606248141047444732976146042346954345703125	0.053325837197553536961347475653383298777043819427490234375	0.151731248108502858595869611235684715211391448974609375	-0.36156366999164335	1.164374611847734	IL6R
regulation of production of molecular mediator of immune response (GO:0002700)	1/79	0.1363361310463779840773668183828704059123992919921875	0.2041343878958426227843148126339656300842761993408203125	0.17386056349147371857810639994568191468715667724609375	0.261264149856515859315919669825234450399875640869140625	-0.5837224447727062	1.1631439587687924	TLR4
myeloid leukocyte migration (GO:0097529)	1/76	0.1315063427428962705700854485257877968251705169677734375	0.2023926613217808812006381913306540809571743011474609375	0.16790621784092574220181859345757402479648590087890625	0.259377515619937548674300842321827076375484466552734375	-0.5716511941014516	1.1597088887976807	IL6R
regulation of cytokine biosynthetic process (GO:0042035)	1/93	0.158531769091296848017691445420496165752410888671875	0.22515318148815399723616792471148073673248291015625	0.20110507055956350352943218240397982299327850341796875	0.28662669637043702852707838246715255081653594970703125	-0.6289046483934496	1.1583167511160435	TLR4
regulation of JAK-STAT cascade (GO:0046425)	1/76	0.1315063427428962705700854485257877968251705169677734375	0.2023926613217808812006381913306540809571743011474609375	0.16790621784092574220181859345757402479648590087890625	0.259377515619937548674300842321827076375484466552734375	-0.568064567484548	1.1524326986815043	IL6R
regulation of centrosome cycle (GO:0046605)	1/24	0.04349256606343489262034296416459255851805210113525390625	0.11432331650960030067221140370747889392077922821044921875	0.05783017557083580673094047597260214388370513916015625	0.15699470613984278788421988792833872139453887939453125	-0.3644475799138938	1.1426033882059052	ROCK2
positive regulation of protein import into nucleus (GO:0042307)	1/80	0.1379402454585185733293428711476735770702362060546875	0.2050530040209216642299594468568102456629276275634765625	0.1758361395873124788380437166779302060604095458984375	0.26280202811966557607803451901418156921863555908203125	-0.5760847203990668	1.1411862078942516	TLR4
positive regulation of DNA replication (GO:0045740)	1/60	0.1053003079473766312457172489303047768771648406982421875	0.17507762044262620282353282163967378437519073486328125	0.1354394518261645419254790567720192484557628631591796875	0.227011874720777828695617017729091458022594451904296875	-0.5067072923034639	1.1405671730817604	IGF1R
toll-like receptor 9 signaling pathway (GO:0034162)	1/73	0.1266502791948458106485730922941002063453197479248046875	0.1986106651010081936004070257695275358855724334716796875	0.1619102276767420411918152467478648759424686431884765625	0.2548700922363924536995227754232473671436309814453125	-0.5519317901106615	1.1404708414912936	RPS6KA1
defense response to Gram-positive bacterium (GO:0050830)	1/52	0.0919103654491219279609737213831976987421512603759765625	0.1605522839490990671951209378676139749586582183837890625	0.11874829564001125603578401523918728344142436981201171875	0.2091991250849560002311733342139632441103458404541015625	-0.47773145759816865	1.1403170254943935	IL6R
eye development (GO:0001654)	1/79	0.1363361310463779840773668183828704059123992919921875	0.2041343878958426227843148126339656300842761993408203125	0.17386056349147371857810639994568191468715667724609375	0.261264149856515859315919669825234450399875640869140625	-0.5705674249690175	1.1369308467852324	BMPR1B
regulation of cell cycle process (GO:0010564)	2/481	0.2232463864566069933204062181175686419010162353515625	0.28049773594244398200459045256138779222965240478515625	0.319660332138408442848032109395717270672321319580078125	0.38582908893673784067601673086755909025669097900390625	-0.7568923936284884	1.134944435278193	ROCK2;IGF1R
positive regulation of chemotaxis (GO:0050921)	1/90	0.1538227820655019006945707360500819049775600433349609375	0.2203551272495425095154786276907543651759624481201171875	0.1953413861607599943948088139222818426787853240966796875	0.281291596071494398589862839799025095999240875244140625	-0.6058735574091908	1.1341674929129761	IL6R
regulation of mRNA processing (GO:0050684)	1/69	0.1201344149562894869642803996612201444804668426513671875	0.1924009585760303731039044805584126152098178863525390625	0.1538503054585467488823979920198325999081134796142578125	0.2483197912664263373727635553223080933094024658203125	-0.5334018247163905	1.1303552969385553	SRPK2
negative regulation of inflammatory response (GO:0050728)	1/89	0.1522474295055485093985936373428557999432086944580078125	0.2192362984879898391010755176466773264110088348388671875	0.193411204640663580978099389540147967636585235595703125	0.27997286266165988255494312397786416113376617431640625	-0.6004434635396277	1.1301836620222145	PRKCD
negative regulation of protein complex assembly (GO:0031333)	1/91	0.1553952861940290641751261091485503129661083221435546875	0.221840167187338066501212097136885859072208404541015625	0.1972670842626977616429684303511749021708965301513671875	0.283079975337112210720391658469452522695064544677734375	-0.6067909857864169	1.1297132480062504	PRKCD
regulation of carbohydrate biosynthetic process (GO:0043255)	1/79	0.1363361310463779840773668183828704059123992919921875	0.2041343878958426227843148126339656300842761993408203125	0.17386056349147371857810639994568191468715667724609375	0.261264149856515859315919669825234450399875640869140625	-0.5654218275917857	1.1266775653546817	LEPR
positive regulation of axonogenesis (GO:0050772)	1/51	0.09022297510524136809895168198636383749544620513916015625	0.1589460072066805340629258580520399846136569976806640625	0.11664003797574762355537814073613844811916351318359375	0.207694519234234487026213855642708949744701385498046875	-0.4681591980512507	1.1261434545515885	CDKL5
positive regulation of type I interferon production (GO:0032481)	1/77	0.1331191848071061889502431085929856635630130767822265625	0.2029883702031011483146727414350607432425022125244140625	0.1698956130038258016679009188010240904986858367919921875	0.260006414729209989200597874514642171561717987060546875	-0.5571753484191376	1.1235498990150012	TLR4
positive regulation of response to DNA damage stimulus (GO:2001022)	1/57	0.10030174557883890507081758869389886967837810516357421875	0.170184109301800445823715790538699366152286529541015625	0.1292165431404408149074214406937244348227977752685546875	0.22014670312815842745379768530256114900112152099609375	-0.4885883372278418	1.1235441480489086	PRKCD
positive regulation of protein kinase B signaling (GO:0051897)	1/78	0.134729112527251171371744931093417108058929443359375	0.203940960096095025289031354986946098506450653076171875	0.171880391425239142932923641637898981571197509765625	0.26113204422036329077627669903449714183807373046875	-0.5601564329100926	1.1228274586197755	IGF1R
regulation of lipid transport (GO:0032368)	1/83	0.1427352150429398724984508817215100862085819244384765625	0.2095474433609117170806968033502926118671894073486328125	0.1817353952943452644053223821174469776451587677001953125	0.268229781290049651421014687002752907574176788330078125	-0.5762240441876205	1.1217722298774013	PRKCD
regulation of protein dephosphorylation (GO:0035304)	1/20	0.0363738649512672373997901331676985137164592742919921875	0.10385365579189405338400575828927685506641864776611328125	0.0488006007250840478928211041420581750571727752685546875	0.14587327581360864936499410760006867349147796630859375	-0.3380149231628614	1.1201492621667912	PRKCD
regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	1/21	0.038158357794109622196376818692442611791193485260009765625	0.10710210255431447390339627645516884513199329376220703125	0.051065837090252863550432493866537697613239288330078125	0.14888208841806116478068133801571093499660491943359375	-0.34283979422010424	1.1197183567950688	PAK1
spinal cord development (GO:0021510)	1/19	0.03458615100164659506010167433487367816269397735595703125	0.1022761893905834995610604210014571435749530792236328125	0.0465301163409963525197099443175829946994781494140625	0.14477161771630786546438685036264359951019287109375	-0.33249863741659985	1.1186258099477404	PTPRS
positive regulation of inflammatory response (GO:0050729)	1/88	0.150669223460343726372911987709812819957733154296875	0.2184835674696402885164303597775870002806186676025390625	0.1914765295779009834920003640945651568472385406494140625	0.27912423677905284780109695930150337517261505126953125	-0.5898249464355804	1.1163430483217023	TLR4
negative regulation of purine nucleotide metabolic process (GO:1900543)	1/72	0.125025728415968873097341429456719197332859039306640625	0.19718343453032805001612359774298965930938720703125	0.1599022611957161832396678846635040827095508575439453125	0.2531531018547859002154609697754494845867156982421875	-0.5354439971813175	1.113314293315289	PXK
toll-like receptor 5 signaling pathway (GO:0034146)	1/65	0.1135712607249600158976221564444131217896938323974609375	0.1851122123627300941617335183764225803315639495849609375	0.1457151718637887671814468149023014120757579803466796875	0.239389210919081552031428827831405214965343475341796875	-0.5117437384996119	1.1132088411393097	RPS6KA1
neutrophil activation (GO:0042119)	1/19	0.03458615100164659506010167433487367816269397735595703125	0.1022761893905834995610604210014571435749530792236328125	0.0465301163409963525197099443175829946994781494140625	0.14477161771630786546438685036264359951019287109375	-0.32978190625856973	1.1094859060501672	PRKCD
interferon-gamma-mediated signaling pathway (GO:0060333)	1/65	0.1135712607249600158976221564444131217896938323974609375	0.1851122123627300941617335183764225803315639495849609375	0.1457151718637887671814468149023014120757579803466796875	0.239389210919081552031428827831405214965343475341796875	-0.5097802575763121	1.108937632409655	PRKCD
positive regulation of protein localization to nucleus (GO:1900182)	1/84	0.144327763974605727259614695867639966309070587158203125	0.2111367289239815259183075113469385541975498199462890625	0.18369269067769788961186350206844508647918701171875	0.270155502453168494536583921217243187129497528076171875	-0.5721148485174145	1.1074246489921764	TLR4
regulation of smooth muscle cell proliferation (GO:0048660)	1/77	0.1331191848071061889502431085929856635630130767822265625	0.2029883702031011483146727414350607432425022125244140625	0.1698956130038258016679009188010240904986858367919921875	0.260006414729209989200597874514642171561717987060546875	-0.5491734561533751	1.1074139998359815	IL6R
acute inflammatory response (GO:0002526)	1/59	0.10363713026679972906141102839683298952877521514892578125	0.1731913769633711963624733698452473618090152740478515625	0.133369960223744088434472132576047442853450775146484375	0.224451884278983937459628350552520714700222015380859375	-0.48827222944814147	1.106844597138244	IL6R
sex determination (GO:0007530)	1/22	0.039939635171246080924678523160764598287642002105712890625	0.10964552592832606248141047444732976146042346954345703125	0.053325837197553536961347475653383298777043819427490234375	0.151731248108502858595869611235684715211391448974609375	-0.34361812930835584	1.1065830423352785	IGF1R
toll-like receptor 10 signaling pathway (GO:0034166)	1/65	0.1135712607249600158976221564444131217896938323974609375	0.1851122123627300941617335183764225803315639495849609375	0.1457151718637887671814468149023014120757579803466796875	0.239389210919081552031428827831405214965343475341796875	-0.508611867139094	1.1063960037256828	RPS6KA1
phosphatidylinositol biosynthetic process (GO:0006661)	1/81	0.139541460866761612980013751439400948584079742431640625	0.2059542417070920061750172180836671032011508941650390625	0.17780713004137072008603581707575358450412750244140625	0.263842838125904977086833014254807494580745697021484375	-0.5606324729447965	1.1041059544777674	PIK3R1
lymphocyte activation involved in immune response (GO:0002285)	1/77	0.1331191848071061889502431085929856635630130767822265625	0.2029883702031011483146727414350607432425022125244140625	0.1698956130038258016679009188010240904986858367919921875	0.260006414729209989200597874514642171561717987060546875	-0.5472005466515137	1.1034356072565694	TLR4
positive regulation of cell-substrate adhesion (GO:0010811)	1/93	0.158531769091296848017691445420496165752410888671875	0.22515318148815399723616792471148073673248291015625	0.20110507055956350352943218240397982299327850341796875	0.28662669637043702852707838246715255081653594970703125	-0.5967639827172107	1.09912006440064	ROCK1
regulation of mRNA metabolic process (GO:1903311)	1/76	0.1315063427428962705700854485257877968251705169677734375	0.2023926613217808812006381913306540809571743011474609375	0.16790621784092574220181859345757402479648590087890625	0.259377515619937548674300842321827076375484466552734375	-0.5412770066561751	1.098088768812341	SRPK2
