GeneSymbol	GeneID	DiseaseName	DiseaseID	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
LGMN	5641	Muscular Atrophy	MESH:D009133		Dietary Fats	5.61		25614714
LGR4	55366	Muscular Atrophy	MESH:D009133		Cisplatin	5.93		24823295
LGR4	55366	Muscular Atrophy	MESH:D009133		Quercetin	5.93		25614714
LGR5	8549	Muscular Atrophy	MESH:D009133		Clofibrate	10.03		6511338
LGR5	8549	Muscular Atrophy	MESH:D009133		Quercetin	10.03		25614714
LGR5	8549	Muscular Atrophy	MESH:D009133		resveratrol	10.03		20861279|21715682|24534773
LGSN	51557	Muscular Atrophy	MESH:D009133		Quercetin	3.29		25614714
LHB	3972	Muscular Atrophy	MESH:D009133		Amiodarone	35.10		90132
LHB	3972	Muscular Atrophy	MESH:D009133		Cisplatin	35.10		24823295
LHB	3972	Muscular Atrophy	MESH:D009133		Clofibrate	35.10		6511338
LHB	3972	Muscular Atrophy	MESH:D009133		Dexamethasone	35.10		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LHB	3972	Muscular Atrophy	MESH:D009133		Dietary Fats	35.10		25614714
LHB	3972	Muscular Atrophy	MESH:D009133		Mifepristone	35.10		12721153|2424746
LHB	3972	Muscular Atrophy	MESH:D009133		Nicotine	35.10		18694773
LHB	3972	Muscular Atrophy	MESH:D009133		Quercetin	35.10		25614714
LHB	3972	Muscular Atrophy	MESH:D009133		resveratrol	35.10		20861279|21715682|24534773
LHB	3972	Muscular Atrophy	MESH:D009133		Taurine	35.10		16318624
LHB	3972	Muscular Atrophy	MESH:D009133		Testosterone	35.10		18436443|21094144|21931329
LHB	3972	Muscular Atrophy	MESH:D009133		Vitamin E	35.10		572510
LHCGR	3973	Muscular Atrophy	MESH:D009133		Amiodarone	12.55		90132
LHCGR	3973	Muscular Atrophy	MESH:D009133		Quercetin	12.55		25614714
LHCGR	3973	Muscular Atrophy	MESH:D009133		resveratrol	12.55		20861279|21715682|24534773
LHCGR	3973	Muscular Atrophy	MESH:D009133		Testosterone	12.55		18436443|21094144|21931329
LHFPL2	10184	Muscular Atrophy	MESH:D009133		Dexamethasone	6.81		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LHFPL2	10184	Muscular Atrophy	MESH:D009133		Testosterone	6.81		18436443|21094144|21931329
LHFPL5	222662	Muscular Atrophy	MESH:D009133		Dietary Fats	3.39		25614714
LHFPL6	10186	Muscular Atrophy	MESH:D009133		Cisplatin	2.36		24823295
LHPP	64077	Muscular Atrophy	MESH:D009133		Cisplatin	2.52		24823295
LHX1	3975	Muscular Atrophy	MESH:D009133		Clofibrate	2.97		6511338
LHX2	9355	Muscular Atrophy	MESH:D009133		Cisplatin	19.14		24823295
LHX2	9355	Muscular Atrophy	MESH:D009133		Colchicine	19.14		8234983
LHX2	9355	Muscular Atrophy	MESH:D009133		Dexamethasone	19.14		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LHX2	9355	Muscular Atrophy	MESH:D009133		resveratrol	19.14		20861279|21715682|24534773
LHX2	9355	Muscular Atrophy	MESH:D009133		Testosterone	19.14		18436443|21094144|21931329
LHX3	8022	Muscular Atrophy	MESH:D009133		Cisplatin	7.20		24823295
LHX3	8022	Muscular Atrophy	MESH:D009133		Dietary Fats	7.20		25614714
LHX4	89884	Muscular Atrophy	MESH:D009133		Cisplatin	12.60		24823295
LHX4	89884	Muscular Atrophy	MESH:D009133		Dietary Fats	12.60		25614714
LHX4	89884	Muscular Atrophy	MESH:D009133		Testosterone	12.60		18436443|21094144|21931329
LHX6	26468	Muscular Atrophy	MESH:D009133		Cisplatin	2.59		24823295
LHX8	431707	Muscular Atrophy	MESH:D009133		Cisplatin	2.54		24823295
LIAS	11019	Muscular Atrophy	MESH:D009133		Cisplatin	16.33		24823295
LIAS	11019	Muscular Atrophy	MESH:D009133		Clofibrate	16.33		6511338
LIAS	11019	Muscular Atrophy	MESH:D009133		Dexamethasone	16.33		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIAS	11019	Muscular Atrophy	MESH:D009133		Dietary Fats	16.33		25614714
LIF	3976	Muscular Atrophy	MESH:D009133		Amiodarone	22.28		90132
LIF	3976	Muscular Atrophy	MESH:D009133		Cisplatin	22.28		24823295
LIF	3976	Muscular Atrophy	MESH:D009133		Dexamethasone	22.28		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIF	3976	Muscular Atrophy	MESH:D009133		Dietary Fats	22.28		25614714
LIF	3976	Muscular Atrophy	MESH:D009133		Quercetin	22.28		25614714
LIF	3976	Muscular Atrophy	MESH:D009133		resveratrol	22.28		20861279|21715682|24534773
LIF	3976	Muscular Atrophy	MESH:D009133		Vincristine	22.28		4290103|4294312|4314181|5813374
LIFR	3977	Muscular Atrophy	MESH:D009133		Cisplatin	24.78		24823295
LIFR	3977	Muscular Atrophy	MESH:D009133		Clofibrate	24.78		6511338
LIFR	3977	Muscular Atrophy	MESH:D009133		Dietary Fats	24.78		25614714
LIFR	3977	Muscular Atrophy	MESH:D009133		Mifepristone	24.78		12721153|2424746
LIFR	3977	Muscular Atrophy	MESH:D009133		Quercetin	24.78		25614714
LIFR	3977	Muscular Atrophy	MESH:D009133		resveratrol	24.78		20861279|21715682|24534773
LIFR	3977	Muscular Atrophy	MESH:D009133		Testosterone	24.78		18436443|21094144|21931329
LIG1	3978	Muscular Atrophy	MESH:D009133		Cisplatin	8.70		24823295
LIG1	3978	Muscular Atrophy	MESH:D009133		resveratrol	8.70		20861279|21715682|24534773
LIG1	3978	Muscular Atrophy	MESH:D009133		Testosterone	8.70		18436443|21094144|21931329
LIG3	3980	Muscular Atrophy	MESH:D009133		Clofibrate	2.92		6511338
LIG4	3981	Muscular Atrophy	MESH:D009133		Nicotine	3.20		18694773
LILRA1	11024	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	10.24		10963110
LILRA1	11024	Muscular Atrophy	MESH:D009133		Zidovudine	10.24		1892364|8438050
LILRA5	353514	Muscular Atrophy	MESH:D009133		Cisplatin	3.02		24823295
LILRA6	79168	Muscular Atrophy	MESH:D009133		Dietary Fats	3.05		25614714
LILRB1	10859	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	8.25		10963110
LILRB1	10859	Muscular Atrophy	MESH:D009133		Vincristine	8.25		4290103|4294312|4314181|5813374
LILRB3	11025	Muscular Atrophy	MESH:D009133		Dexamethasone	11.47		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LILRB3	11025	Muscular Atrophy	MESH:D009133		Dietary Fats	11.47		25614714
LILRB3	11025	Muscular Atrophy	MESH:D009133		Zidovudine	11.47		1892364|8438050
LILRB4	11006	Muscular Atrophy	MESH:D009133		Cisplatin	6.76		24823295
LILRB4	11006	Muscular Atrophy	MESH:D009133		Zidovudine	6.76		1892364|8438050
LIM2	3982	Muscular Atrophy	MESH:D009133		Quercetin	2.99		25614714
LIMA1	51474	Muscular Atrophy	MESH:D009133		Cisplatin	18.06		24823295
LIMA1	51474	Muscular Atrophy	MESH:D009133		Dietary Fats	18.06		25614714
LIMA1	51474	Muscular Atrophy	MESH:D009133		Quercetin	18.06		25614714
LIMA1	51474	Muscular Atrophy	MESH:D009133		resveratrol	18.06		20861279|21715682|24534773
LIMA1	51474	Muscular Atrophy	MESH:D009133		Vincristine	18.06		4290103|4294312|4314181|5813374
LIMCH1	22998	Muscular Atrophy	MESH:D009133		Cisplatin	9.84		24823295
LIMCH1	22998	Muscular Atrophy	MESH:D009133		Dexamethasone	9.84		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIMCH1	22998	Muscular Atrophy	MESH:D009133		Vitamin E	9.84		572510
LIMD1	8994	Muscular Atrophy	MESH:D009133		Dexamethasone	3.18		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIMD2	80774	Muscular Atrophy	MESH:D009133		Cisplatin	6.50		24823295
LIMD2	80774	Muscular Atrophy	MESH:D009133		Dietary Fats	6.50		25614714
LIMK1	3984	Muscular Atrophy	MESH:D009133		Cisplatin	10.75		24823295
LIMK1	3984	Muscular Atrophy	MESH:D009133		Clofibrate	10.75		6511338
LIMK1	3984	Muscular Atrophy	MESH:D009133		resveratrol	10.75		20861279|21715682|24534773
LIMK2	3985	Muscular Atrophy	MESH:D009133		Dexamethasone	2.93		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIMS1	3987	Muscular Atrophy	MESH:D009133		Cisplatin	11.07		24823295
LIMS1	3987	Muscular Atrophy	MESH:D009133		Testosterone	11.07		18436443|21094144|21931329
LIMS1	3987	Muscular Atrophy	MESH:D009133		Vincristine	11.07		4290103|4294312|4314181|5813374
LIMS2	55679	Muscular Atrophy	MESH:D009133		Cisplatin	16.24		24823295
LIMS2	55679	Muscular Atrophy	MESH:D009133		Cocaine	16.24		15204026
LIMS2	55679	Muscular Atrophy	MESH:D009133		Dexamethasone	16.24		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIMS2	55679	Muscular Atrophy	MESH:D009133		Dietary Fats	16.24		25614714
LIMS3	96626	Muscular Atrophy	MESH:D009133		Amiodarone	9.35		90132
LIMS3	96626	Muscular Atrophy	MESH:D009133		Rifampin	9.35		6789927
LIN28A	79727	Muscular Atrophy	MESH:D009133		Dietary Fats	2.89		25614714
LIN28B	389421	Muscular Atrophy	MESH:D009133		Quercetin	3.26		25614714
LIN37	55957	Muscular Atrophy	MESH:D009133		Cisplatin	6.88		24823295
LIN37	55957	Muscular Atrophy	MESH:D009133		Dietary Fats	6.88		25614714
LIN54	132660	Muscular Atrophy	MESH:D009133		Dietary Fats	7.49		25614714
LIN54	132660	Muscular Atrophy	MESH:D009133		resveratrol	7.49		20861279|21715682|24534773
LIN7A	8825	Muscular Atrophy	MESH:D009133		Amiodarone	17.94		90132
LIN7A	8825	Muscular Atrophy	MESH:D009133		Clofibrate	17.94		6511338
LIN7A	8825	Muscular Atrophy	MESH:D009133		Dietary Fats	17.94		25614714
LIN7A	8825	Muscular Atrophy	MESH:D009133		resveratrol	17.94		20861279|21715682|24534773
LIN7A	8825	Muscular Atrophy	MESH:D009133		Testosterone	17.94		18436443|21094144|21931329
LIN7B	64130	Muscular Atrophy	MESH:D009133		Cocaine	3.27		15204026
LIN7C	55327	Muscular Atrophy	MESH:D009133		Cocaine	11.32		15204026
LIN7C	55327	Muscular Atrophy	MESH:D009133		Dietary Fats	11.32		25614714
LIN7C	55327	Muscular Atrophy	MESH:D009133		Nicotine	11.32		18694773
LIN9	286826	Muscular Atrophy	MESH:D009133		Testosterone	3.26		18436443|21094144|21931329
LINC00052	145978	Muscular Atrophy	MESH:D009133		resveratrol	3.64		20861279|21715682|24534773
LINC00102	100359394	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
LINC00173	100287569	Muscular Atrophy	MESH:D009133		Cisplatin	3.12		24823295
LINC00261	140828	Muscular Atrophy	MESH:D009133		Quercetin	3.13		25614714
LINC00266-1	140849	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
LINC00304	283860	Muscular Atrophy	MESH:D009133		Cisplatin	2.93		24823295
LINC00311	197196	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
LINC00312	29931	Muscular Atrophy	MESH:D009133		Cisplatin	13.43		24823295
LINC00312	29931	Muscular Atrophy	MESH:D009133		Melphalan	13.43		7802575
LINC00312	29931	Muscular Atrophy	MESH:D009133		Vitamin E	13.43		572510
LINC00313	114038	Muscular Atrophy	MESH:D009133		Cisplatin	3.71		24823295
LINC00319	284836	Muscular Atrophy	MESH:D009133		Cisplatin	3.60		24823295
LINC00324	284029	Muscular Atrophy	MESH:D009133		Cisplatin	3.20		24823295
LINC00460	728192	Muscular Atrophy	MESH:D009133		resveratrol	3.99		20861279|21715682|24534773
LINC00472	79940	Muscular Atrophy	MESH:D009133		Amiodarone	3.74		90132
LINC00473	90632	Muscular Atrophy	MESH:D009133		Cisplatin	9.41		24823295
LINC00473	90632	Muscular Atrophy	MESH:D009133		Dexamethasone	9.41		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LINC00482	284185	Muscular Atrophy	MESH:D009133		Cisplatin	3.43		24823295
LINC00511	400619	Muscular Atrophy	MESH:D009133		Cisplatin	3.85		24823295
LINC00515	282566	Muscular Atrophy	MESH:D009133		Cisplatin	3.20		24823295
LINC00526	147525	Muscular Atrophy	MESH:D009133		Quercetin	8.40		25614714
LINC00526	147525	Muscular Atrophy	MESH:D009133		Vitamin E	8.40		572510
LINC00528	200298	Muscular Atrophy	MESH:D009133		Vincristine	4.76		4290103|4294312|4314181|5813374
LINC00597	81698	Muscular Atrophy	MESH:D009133		irinotecan	4.19		19401694
LINC00602	441177	Muscular Atrophy	MESH:D009133		Cisplatin	3.71		24823295
LINC00622	644242	Muscular Atrophy	MESH:D009133		Cisplatin	3.50		24823295
LINC00623	728855	Muscular Atrophy	MESH:D009133		Cisplatin	3.30		24823295
LINC00638	196872	Muscular Atrophy	MESH:D009133		Cisplatin	3.50		24823295
LINC00641	283624	Muscular Atrophy	MESH:D009133		Cisplatin	3.60		24823295
LINC00663	284440	Muscular Atrophy	MESH:D009133		Cisplatin	3.16		24823295
LINC00704	100216001	Muscular Atrophy	MESH:D009133		Cisplatin	3.71		24823295
LINC00839	84856	Muscular Atrophy	MESH:D009133		Cisplatin	3.60		24823295
LINC00847	729678	Muscular Atrophy	MESH:D009133		Cisplatin	3.43		24823295
LINC00858	170425	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
LINC00862	554279	Muscular Atrophy	MESH:D009133		Cisplatin	3.85		24823295
LINC00869	57234	Muscular Atrophy	MESH:D009133		Cisplatin	3.85		24823295
LINC00926	283663	Muscular Atrophy	MESH:D009133		Cisplatin	3.60		24823295
LINC00937	389634	Muscular Atrophy	MESH:D009133		Cisplatin	3.36		24823295
LINC00941	100287314	Muscular Atrophy	MESH:D009133		Cisplatin	3.71		24823295
LINC00964	157381	Muscular Atrophy	MESH:D009133		Cisplatin	3.71		24823295
LINC01002	399844	Muscular Atrophy	MESH:D009133		Dexamethasone	4.03		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LINC01003	100128822	Muscular Atrophy	MESH:D009133		Cisplatin	3.12		24823295
LINC01011	401232	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
LINC01089	338799	Muscular Atrophy	MESH:D009133		Cisplatin	3.43		24823295
LINC01094	100505702	Muscular Atrophy	MESH:D009133		Cisplatin	3.71		24823295
LINC01133	100505633	Muscular Atrophy	MESH:D009133		Cisplatin	3.60		24823295
LINC01136	730227	Muscular Atrophy	MESH:D009133		Cisplatin	3.85		24823295
LINC01139	339535	Muscular Atrophy	MESH:D009133		Cisplatin	3.50		24823295
LINC01164	399827	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
LINC01193	348120	Muscular Atrophy	MESH:D009133		Cisplatin	4.40		24823295
LINC01239	441389	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
LINC01270	284751	Muscular Atrophy	MESH:D009133		Cisplatin	3.85		24823295
LINC01279	100506621	Muscular Atrophy	MESH:D009133		resveratrol	4.68		20861279|21715682|24534773
LINC01341	149134	Muscular Atrophy	MESH:D009133		Cisplatin	3.71		24823295
LINC01547	84536	Muscular Atrophy	MESH:D009133		Amiodarone	4.28		90132
LINC01569	100507501	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
LINC01578	100507217	Muscular Atrophy	MESH:D009133		Cisplatin	3.71		24823295
LINC01588	283551	Muscular Atrophy	MESH:D009133		Cisplatin	15.40		24823295
LINC01588	283551	Muscular Atrophy	MESH:D009133		resveratrol	15.40		20861279|21715682|24534773
LINC01588	283551	Muscular Atrophy	MESH:D009133		Vincristine	15.40		4290103|4294312|4314181|5813374
LINC-PINT	378805	Muscular Atrophy	MESH:D009133		Cisplatin	3.20		24823295
LINCR	100195784	Muscular Atrophy	MESH:D009133		Cisplatin	3.08		24823295
LINGO1	84894	Muscular Atrophy	MESH:D009133		Cisplatin	6.88		24823295
LINGO1	84894	Muscular Atrophy	MESH:D009133		Quercetin	6.88		25614714
LINGO4	339398	Muscular Atrophy	MESH:D009133		Dietary Fats	3.44		25614714
LINS1	55180	Muscular Atrophy	MESH:D009133		Testosterone	3.28		18436443|21094144|21931329
LIPA	3988	Muscular Atrophy	MESH:D009133		Cisplatin	13.53		24823295
LIPA	3988	Muscular Atrophy	MESH:D009133		Dexamethasone	13.53		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIPA	3988	Muscular Atrophy	MESH:D009133		Dietary Fats	13.53		25614714
LIPA	3988	Muscular Atrophy	MESH:D009133		Quercetin	13.53		25614714
LIPC	3990	Muscular Atrophy	MESH:D009133		Amiodarone	18.99		90132
LIPC	3990	Muscular Atrophy	MESH:D009133		Clofibrate	18.99		6511338
LIPC	3990	Muscular Atrophy	MESH:D009133		Dexamethasone	18.99		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIPC	3990	Muscular Atrophy	MESH:D009133		Dietary Fats	18.99		25614714
LIPC	3990	Muscular Atrophy	MESH:D009133		Quercetin	18.99		25614714
LIPC	3990	Muscular Atrophy	MESH:D009133		Tetracycline	18.99		6213862
LIPE	3991	Muscular Atrophy	MESH:D009133		Amiodarone	34.55		90132
LIPE	3991	Muscular Atrophy	MESH:D009133		Cisplatin	34.55		24823295
LIPE	3991	Muscular Atrophy	MESH:D009133		Clofibrate	34.55		6511338
LIPE	3991	Muscular Atrophy	MESH:D009133		Deferoxamine	34.55		1528723
LIPE	3991	Muscular Atrophy	MESH:D009133		Dexamethasone	34.55		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LIPE	3991	Muscular Atrophy	MESH:D009133		Dietary Fats	34.55		25614714
LIPE	3991	Muscular Atrophy	MESH:D009133		Quercetin	34.55		25614714
LIPE	3991	Muscular Atrophy	MESH:D009133		resveratrol	34.55		20861279|21715682|24534773
LIPE	3991	Muscular Atrophy	MESH:D009133		Zidovudine	34.55		1892364|8438050
LIPG	9388	Muscular Atrophy	MESH:D009133		Dietary Fats	8.41		25614714
LIPG	9388	Muscular Atrophy	MESH:D009133		Quercetin	8.41		25614714
LIPG	9388	Muscular Atrophy	MESH:D009133		resveratrol	8.41		20861279|21715682|24534773
LIPH	200879	Muscular Atrophy	MESH:D009133		Quercetin	2.76		25614714
LIPO4	628236	Muscular Atrophy	MESH:D009133		Dietary Fats	4.54		25614714
LIPT1	51601	Muscular Atrophy	MESH:D009133		Cisplatin	13.45		24823295
LIPT1	51601	Muscular Atrophy	MESH:D009133		Quercetin	13.45		25614714
LIPT1	51601	Muscular Atrophy	MESH:D009133		Vitamin E	13.45		572510
LIPT2	387787	Muscular Atrophy	MESH:D009133		Cisplatin	3.12		24823295
LITAF	9516	Muscular Atrophy	MESH:D009133		Dietary Fats	11.96		25614714
LITAF	9516	Muscular Atrophy	MESH:D009133		Nicotine	11.96		18694773
LITAF	9516	Muscular Atrophy	MESH:D009133		resveratrol	11.96		20861279|21715682|24534773
LITAF	9516	Muscular Atrophy	MESH:D009133		Tubocurarine	11.96		3943663
LIX1L	128077	Muscular Atrophy	MESH:D009133		Cisplatin	2.75		24823295
LKAAEAR1	198437	Muscular Atrophy	MESH:D009133		Cisplatin	3.60		24823295
LL22NC03-63E9.3	648691	Muscular Atrophy	MESH:D009133		Rifampin	5.56		6789927
LLGL1	3996	Muscular Atrophy	MESH:D009133		Cisplatin	7.47		24823295
LLGL1	3996	Muscular Atrophy	MESH:D009133		Clofibrate	7.47		6511338
LLGL2	3993	Muscular Atrophy	MESH:D009133		Cisplatin	2.56		24823295
LMAN1	3998	Muscular Atrophy	MESH:D009133		Clofibrate	5.93		6511338
LMAN1	3998	Muscular Atrophy	MESH:D009133		Quercetin	5.93		25614714
LMAN2	10960	Muscular Atrophy	MESH:D009133		Clofibrate	12.48		6511338
LMAN2	10960	Muscular Atrophy	MESH:D009133		resveratrol	12.48		20861279|21715682|24534773
LMAN2	10960	Muscular Atrophy	MESH:D009133		Vitamin E	12.48		572510
LMAN2L	81562	Muscular Atrophy	MESH:D009133		Cisplatin	12.38		24823295
LMAN2L	81562	Muscular Atrophy	MESH:D009133		Dietary Fats	12.38		25614714
LMAN2L	81562	Muscular Atrophy	MESH:D009133		Testosterone	12.38		18436443|21094144|21931329
LMBR1L	55716	Muscular Atrophy	MESH:D009133		Clofibrate	3.28		6511338
LMBRD1	55788	Muscular Atrophy	MESH:D009133		Cisplatin	11.24		24823295
LMBRD1	55788	Muscular Atrophy	MESH:D009133		Dietary Fats	11.24		25614714
LMBRD1	55788	Muscular Atrophy	MESH:D009133		Quercetin	11.24		25614714
LMBRD2	92255	Muscular Atrophy	MESH:D009133		Dietary Fats	2.87		25614714
LMCD1	29995	Muscular Atrophy	MESH:D009133		Cisplatin	16.77		24823295
LMCD1	29995	Muscular Atrophy	MESH:D009133		Dexamethasone	16.77		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LMCD1	29995	Muscular Atrophy	MESH:D009133		Mifepristone	16.77		12721153|2424746
LMCD1	29995	Muscular Atrophy	MESH:D009133		Quercetin	16.77		25614714
LMCD1	29995	Muscular Atrophy	MESH:D009133		resveratrol	16.77		20861279|21715682|24534773
LMF1	64788	Muscular Atrophy	MESH:D009133		Clofibrate	11.60		6511338
LMF1	64788	Muscular Atrophy	MESH:D009133		Dietary Fats	11.60		25614714
LMF1	64788	Muscular Atrophy	MESH:D009133		irinotecan	11.60		19401694
LMF2	91289	Muscular Atrophy	MESH:D009133		resveratrol	3.06		20861279|21715682|24534773
LMNA	4000	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	21.84		10963110
LMNA	4000	Muscular Atrophy	MESH:D009133		Cisplatin	21.84		24823295
LMNA	4000	Muscular Atrophy	MESH:D009133		Clofibrate	21.84		6511338
LMNA	4000	Muscular Atrophy	MESH:D009133		Quercetin	21.84		25614714
LMNA	4000	Muscular Atrophy	MESH:D009133		resveratrol	21.84		20861279|21715682|24534773
LMNA	4000	Muscular Atrophy	MESH:D009133		Vincristine	21.84		4290103|4294312|4314181|5813374
LMNA	4000	Muscular Atrophy	MESH:D009133		Vitamin E	21.84		572510
LMNB1	4001	Muscular Atrophy	MESH:D009133		Cisplatin	11.39		24823295
LMNB1	4001	Muscular Atrophy	MESH:D009133		Quercetin	11.39		25614714
LMNB1	4001	Muscular Atrophy	MESH:D009133		resveratrol	11.39		20861279|21715682|24534773
LMNB1	4001	Muscular Atrophy	MESH:D009133		Testosterone	11.39		18436443|21094144|21931329
LMNB2	84823	Muscular Atrophy	MESH:D009133		resveratrol	2.72		20861279|21715682|24534773
LMNTD2	256329	Muscular Atrophy	MESH:D009133		Cisplatin	3.02		24823295
LMO1	4004	Muscular Atrophy	MESH:D009133		Cisplatin	6.58		24823295
LMO1	4004	Muscular Atrophy	MESH:D009133		Dietary Fats	6.58		25614714
LMO2	4005	Muscular Atrophy	MESH:D009133		Cisplatin	6.30		24823295
LMO2	4005	Muscular Atrophy	MESH:D009133		Testosterone	6.30		18436443|21094144|21931329
LMO3	55885	Muscular Atrophy	MESH:D009133		Dexamethasone	7.17		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LMO3	55885	Muscular Atrophy	MESH:D009133		Vitamin E	7.17		572510
LMO4	8543	Muscular Atrophy	MESH:D009133		Dietary Fats	2.54		25614714
LMO7	4008	Muscular Atrophy	MESH:D009133		Cisplatin	18.22		24823295
LMO7	4008	Muscular Atrophy	MESH:D009133		Cocaine	18.22		15204026
LMO7	4008	Muscular Atrophy	MESH:D009133		irinotecan	18.22		19401694
LMO7	4008	Muscular Atrophy	MESH:D009133		Nicotine	18.22		18694773
LMO7	4008	Muscular Atrophy	MESH:D009133		Quercetin	18.22		25614714
LMOD1	25802	Muscular Atrophy	MESH:D009133		Cisplatin	11.47		24823295
LMOD1	25802	Muscular Atrophy	MESH:D009133		Dexamethasone	11.47		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
LMOD1	25802	Muscular Atrophy	MESH:D009133		Vitamin E	11.47		572510
LMOD2	442721	Muscular Atrophy	MESH:D009133		Dietary Fats	3.30		25614714
LMOD3	56203	Muscular Atrophy	MESH:D009133		Cisplatin	3.16		24823295
LMTK3	114783	Muscular Atrophy	MESH:D009133		Cisplatin	3.16		24823295
LNP1	348801	Muscular Atrophy	MESH:D009133		Quercetin	3.63		25614714
LNPEP	4012	Muscular Atrophy	MESH:D009133		Quercetin	10.01		25614714
LNPEP	4012	Muscular Atrophy	MESH:D009133		Testosterone	10.01		18436443|21094144|21931329
LNPEP	4012	Muscular Atrophy	MESH:D009133		Vincristine	10.01		4290103|4294312|4314181|5813374
LNPK	80856	Muscular Atrophy	MESH:D009133		Dietary Fats	7.49		25614714
LNPK	80856	Muscular Atrophy	MESH:D009133		resveratrol	7.49		20861279|21715682|24534773
LNX1	84708	Muscular Atrophy	MESH:D009133		Testosterone	3.01		18436443|21094144|21931329
LNX2	222484	Muscular Atrophy	MESH:D009133		Quercetin	2.95		25614714
LOH11CR2A	419937	Muscular Atrophy	MESH:D009133		Cisplatin	3.30		24823295
LONP1	9361	Muscular Atrophy	MESH:D009133		Cisplatin	10.46		24823295
LONP1	9361	Muscular Atrophy	MESH:D009133		resveratrol	10.46		20861279|21715682|24534773
LONP1	9361	Muscular Atrophy	MESH:D009133		Zidovudine	10.46		1892364|8438050
LONP2	83752	Muscular Atrophy	MESH:D009133		Cisplatin	6.87		24823295
LONP2	83752	Muscular Atrophy	MESH:D009133		Clofibrate	6.87		6511338
LONRF1	91694	Muscular Atrophy	MESH:D009133		Dietary Fats	7.24		25614714
LONRF1	91694	Muscular Atrophy	MESH:D009133		Quercetin	7.24		25614714
LONRF2	164832	Muscular Atrophy	MESH:D009133		Cisplatin	2.91		24823295
LONRF3	79836	Muscular Atrophy	MESH:D009133		Cisplatin	2.43		24823295
